Date,TM,SHELL,AAPL
1/31/2023,147.110001,2203.166748,142.945526
2/1/2023,148.580002,2202.239502,144.074921
2/2/2023,146.619995,2195.281494,149.414734
2/3/2023,144.710007,2168.379883,153.06041
2/6/2023,143.789993,2239.345215,150.316223
2/7/2023,144.639999,2224.966309,153.20903
2/8/2023,143.830002,2277.378906,150.504456
2/9/2023,144.830002,2266.246826,149.464218
2/10/2023,143.419998,2287.582764,149.83136
2/13/2023,143.860001,2355.30127,152.64917
2/14/2023,142.649994,2360.867432,152.004257
2/15/2023,140.970001,2375.245605,154.117645
2/16/2023,142.699997,2392.407227,152.510284
2/17/2023,142.850006,2422.943359,151.359314
2/21/2023,139.179993,2379.400391,147.321091
2/22/2023,138.649994,2363.481689,147.747726
2/23/2023,138.949997,2327.430176,148.233902
2/24/2023,136.050003,2293.719727,145.564911
2/27/2023,136.25,2324.152588,146.765488
2/28/2023,135.919998,2340.072021,146.259445
3/1/2023,136.529999,2375.186768,144.175827
3/2/2023,137.270004,2365.82251,144.771149
3/3/2023,139.830002,2400.937988,149.851196
3/6/2023,140.130005,2438.862061,152.629333
3/7/2023,139.080002,2415.920166,150.416748
3/8/2023,139.710007,2434.179932,151.676819
3/9/2023,138.520004,2432.775146,149.414642
3/10/2023,137.970001,2422.943359,147.340927
3/13/2023,137.119995,2409.365234,149.295578
3/14/2023,136.669998,2382.677979,151.399002
3/15/2023,133.580002,2282.950928,151.795883
3/16/2023,135.899994,2312.447754,154.633575
3/17/2023,133.479996,2115.802979,153.790207
3/20/2023,135.130005,2068.514648,156.171478
3/21/2023,135.779999,2073.196777,158.036789
3/22/2023,135.570007,2093.797852,156.598129
3/23/2023,135.869995,2163.55957,157.689514
3/24/2023,136.649994,2170.114258,158.999237
3/27/2023,136.960007,2127.507813,157.044617
3/28/2023,137.929993,2060.554932,156.419495
3/29/2023,139.669998,2090.52002,159.515182
3/30/2023,139.619995,2119.080566,161.092758
3/31/2023,141.690002,2151.854492,163.61293
4/3/2023,142.339996,2170.58252,164.873016
4/4/2023,142.139999,2161.686523,164.33725
4/5/2023,140.419998,2252.049561,162.481842
4/6/2023,138.869995,2208.975342,163.374817
4/10/2023,138.009995,2212.720703,160.76532
4/11/2023,137.589996,2263.286865,159.544937
4/12/2023,136.440002,2275.927979,158.850418
4/13/2023,137.229996,2289.973877,164.267792
4/14/2023,135.960007,2292.783447,163.920532
4/17/2023,137.75,2305.424805,163.940353
4/18/2023,137.039993,2298.870117,165.1707
4/19/2023,135.259995,2311.043213,166.321625
4/20/2023,133.800003,2301.210693,165.349258
4/21/2023,134.669998,2293.719727,163.73201
4/24/2023,134.839996,2296.99707,164.039566
4/25/2023,133.509995,2304.956787,162.49176
4/26/2023,134.020004,2271.24585,162.481842
4/27/2023,137.520004,2279.205566,167.095535
4/28/2023,137.330002,2248.303955,168.355606
5/1/2023,136.690002,2296.060303,168.266327
5/2/2023,135.160004,2193.524414,167.224533
5/3/2023,135.570007,2177.605713,166.143051
5/4/2023,134.910004,2196.33374,164.495972
5/5/2023,137.539993,2238.472168,172.215286
5/8/2023,137.809998,2226.76709,172.145798
5/9/2023,140.850006,2245.962891,170.429337
5/10/2023,143.589996,2235.194336,172.205353
5/11/2023,142.669998,2255.79541,172.39386
5/12/2023,143.270004,2258.604248,171.459915
5/15/2023,142.399994,2232.853516,170.96312
5/16/2023,141.130005,2244.090332,170.96312
5/17/2023,142.020004,2262.517334,171.579132
5/18/2023,142.509995,2277.645264,173.923965
5/19/2023,142.220001,2264.408447,174.033249
5/22/2023,141.190002,2286.154541,173.079422
5/23/2023,139.550003,2262.044434,170.456406
5/24/2023,139.330002,2212.880371,170.734604
5/25/2023,139.600006,2224.22583,171.877213
5/26/2023,140.080002,2157.570068,174.301483
5/30/2023,137.729996,2099.423096,176.15947
5/31/2023,136.130005,2125.423828,176.109802
6/1/2023,140.649994,2165.133545,178.931519
6/2/2023,146,2160.40625,179.78598
6/5/2023,145.729996,2149.533447,178.42482
6/6/2023,148.479996,2169.388672,178.05719
6/7/2023,145.309998,2183.0979,176.676132
6/8/2023,146.860001,2169.388672,179.408463
6/9/2023,148.639999,2153.788086,179.795914
6/12/2023,149.589996,2170.806396,182.607727
6/13/2023,158.080002,2178.843262,182.130814
6/14/2023,165.570007,2207.207275,182.766708
6/15/2023,168.179993,2208.625732,184.813461
6/16/2023,164.350006,2212.407227,183.730469
6/20/2023,157.149994,2194.91626,183.819885
6/21/2023,156.5,2234.625977,182.776657
6/22/2023,157.110001,2206.261963,185.797089
6/23/2023,153.380005,2192.07959,185.479126
6/26/2023,154.550003,2213.352539,184.078201
6/27/2023,157.179993,2193.025146,186.850266
6/28/2023,160.110001,2196.807129,188.032593
6/29/2023,160.399994,2198.697754,188.370422
6/30/2023,160.75,2214.77124,192.72226
7/3/2023,160.470001,2249.753662,191.221954
7/5/2023,161.899994,2250.698975,190.099228
7/6/2023,160.830002,2202.007324,190.576141
7/7/2023,161.770004,2141.024414,189.4534
7/10/2023,160.240005,2158.042725,187.396713
7/11/2023,158.419998,2179.315918,186.870148
7/12/2023,159.270004,2193.497559,188.549255
7/13/2023,160.350006,2223.75293,189.314301
7/14/2023,159.149994,2218.080322,189.463364
7/17/2023,159.449997,2187.352539,192.742111
7/18/2023,163.190002,2182.152344,192.483795
7/19/2023,163.970001,2195.861816,193.844955
7/20/2023,163.279999,2239.353271,191.88765
7/21/2023,162.809998,2264.881348,190.705292
7/24/2023,164.529999,2286.154541,191.510117
7/25/2023,165.559998,2309.791016,192.374481
7/26/2023,165.699997,2278.590576,193.24884
7/27/2023,165.429993,2265.82666,191.977051
7/28/2023,167.149994,2235.098877,194.570267
7/31/2023,168.240005,2213.825684,195.186295
8/1/2023,171.839996,2236.989746,194.351685
8/2/2023,173.850006,2223.280518,191.341187
8/3/2023,168.570007,2192.07959,189.940262
8/4/2023,170.789993,2211.462158,180.819305
8/7/2023,173.389999,2258.262939,177.699524
8/8/2023,170.289993,2246.916992,178.643402
8/9/2023,167.229996,2242.662598,177.043762
8/10/2023,167.660004,2296.081543,176.825165
8/11/2023,167.279999,2324.869385,176.884857
8/14/2023,166.699997,2309.099121,178.546371
8/15/2023,165.389999,2287.594727,176.546585
8/16/2023,162.240005,2263.223145,175.671082
8/17/2023,162.279999,2252.709717,173.114166
8/18/2023,161.869995,2260.355713,173.601669
8/21/2023,162.789993,2255.576904,174.944794
8/22/2023,164.990005,2264.656738,176.327698
8/23/2023,165.910004,2263.700928,180.197922
8/24/2023,162.779999,2248.886719,175.48204
8/25/2023,164.460007,2261.789307,177.700699
8/28/2023,167.25,2273.258301,179.272659
8/29/2023,167.389999,2299.541504,183.182632
8/30/2023,168.050003,2305.75415,186.694672
8/31/2023,172.130005,2304.79834,186.913528
9/1/2023,172.539993,2336.338135,188.495438
9/5/2023,175.369995,2336.338135,188.734222
9/6/2023,178.830002,2359.75415,181.978806
9/7/2023,178.869995,2378.868896,176.656021
9/8/2023,177.130005,2391.293701,177.272873
9/11/2023,178.669998,2391.771729,178.446884
9/12/2023,181.279999,2398.939697,175.402451
9/13/2023,183.979996,2418.054932,173.32309
9/14/2023,187.979996,2409.452881,174.845306
9/15/2023,189.199997,2467.276367,174.119003
9/18/2023,188.960007,2465.842529,177.06395
9/19/2023,195.039993,2476.355957,178.15834
9/20/2023,188.75,2497.382324,174.596588
9/21/2023,186.300003,2479.701172,173.044495
9/22/2023,187.100006,2481.134766,173.900131
9/25/2023,184.839996,2492.125732,175.183563
9/26/2023,180.5,2489.736328,171.084549
9/27/2023,182.389999,2484.479736,169.562317
9/28/2023,182.419998,2513.152344,169.821014
9/29/2023,179.75,2542.780762,170.338379
10/2/2023,178.460007,2490.692139,172.865417
10/3/2023,173.649994,2467.75415,171.522308
10/4/2023,169.449997,2463.453125,172.775894
10/5/2023,173.039993,2409.931152,174.019531
10/6/2023,173.179993,2420.444336,176.586395
10/9/2023,174.119995,2467.276367,178.078751
10/10/2023,177.149994,2531.789551,177.481812
10/11/2023,178.029999,2545.170166,178.884628
10/12/2023,181.600006,2528.922363,179.790009
10/13/2023,177.679993,2562.373535,177.939484
10/16/2023,179.100006,null,177.81012
10/17/2023,178.220001,2628.798584,176.248123
10/18/2023,175.979996,2648.869385,174.944794
10/19/2023,174.699997,2649.824951,174.566727
10/20/2023,173.479996,2635.966553,171.999863
10/23/2023,173.809998,2606.815918,172.119247
10/24/2023,174.119995,2609.68335,172.556992
10/25/2023,175.179993,2596.302734,170.228928
10/26/2023,171.610001,2597.736572,166.040344
10/27/2023,172.809998,2569.541748,167.363571
10/30/2023,171.399994,2581.010742,169.423035
10/31/2023,175.179993,2568.108154,169.900604
11/1/2023,185.779999,2529.399902,173.084305
11/2/2023,186.550003,2539.435547,176.665985
11/3/2023,189.589996,2645.52417,175.750656
11/6/2023,189.649994,2535.134766,178.31752
11/7/2023,189.570007,2555.205566,180.894333
11/8/2023,183.419998,2509.807373,181.958893
11/9/2023,184.220001,2481.612549,181.481339
11/10/2023,187,2499.293945,185.695343
11/13/2023,187.740005,2513.152344,184.10141
11/14/2023,192.080002,2538.95752,186.731415
11/15/2023,189.110001,2504.550537,187.299255
11/16/2023,190.399994,2518.886719,188.992859
11/17/2023,193.360001,2467.054932,188.972916
11/20/2023,187.679993,2518.220947,190.726257
11/21/2023,183.210007,2549.595947,189.919327
11/22/2023,184.229996,2522.565186,190.586792
11/24/2023,188.300003,2468.020508,189.251862
11/27/2023,186.610001,2496.499512,189.072525
11/28/2023,187.160004,2505.187988,189.680222
11/29/2023,189.509995,2481.535889,188.654114
11/30/2023,189.779999,2491.189697,189.231918
12/1/2023,192.740005,2465.124268,190.517059
12/4/2023,187.369995,2471.399414,188.713898
12/5/2023,187.990005,2479.122314,192.688812
12/6/2023,189.889999,2448.712646,191.592987
12/7/2023,190.240005,2438.576172,193.535614
12/8/2023,187.279999,2403.822021,194.970154
12/11/2023,187.080002,2395.133545,192.449707
12/12/2023,184.800003,2433.266357,193.973953
12/13/2023,185.479996,2429.404785,197.211655
12/14/2023,183.419998,2412.510498,197.361084
12/15/2023,180.619995,2407.683594,196.823135
12/18/2023,183.279999,2432.783936,195.149475
12/19/2023,183.949997,2416.372314,196.195511
12/20/2023,179.940002,2449.195557,194.093491
12/21/2023,180.860001,2454.505127,193.944031
12/22/2023,178.529999,2491.672852,192.868149
12/26/2023,179.850006,2468.503174,192.320221
12/27/2023,180.720001,2477.674561,192.41983
12/28/2023,181.110001,2467.537842,192.848206
12/29/2023,183.380005,2460.780029,191.80217
1/2/2024,181.369995,2482.501465,184.938217
1/3/2024,181.550003,2486.362793,183.553482
1/4/2024,182.970001,2503.25708,181.222336
1/5/2024,187.070007,2504.705322,180.495071
1/8/2024,187.889999,2482.018555,184.858521
1/9/2024,185.990005,2404.787354,184.440109
1/10/2024,192.720001,2395.133545,185.486145
1/11/2024,194.949997,2362.792725,184.888412
1/12/2024,195.679993,2359.896729,185.217163
1/16/2024,195.600006,2375.825684,182.935822
1/17/2024,194.139999,2374.860352,181.98941
1/18/2024,200.080002,2351.208496,187.916931
1/19/2024,200.669998,2296.181152,190.835846
1/22/2024,201.419998,2291.836914,193.157028
1/23/2024,201.399994,2288.457764,194.442154
1/24/2024,200.720001,2279.769531,193.764725
1/25/2024,199.559998,2293.284668,193.435974
1/26/2024,198.059998,2296.663574,191.692596
1/29/2024,201.660004,2308.248535,191.005203
1/30/2024,201.850006,2345.415771,187.329147
1/31/2024,199.699997,2367.137207,183.702911
2/1/2024,202.179993,2388.375732,186.153625
2/2/2024,202.539993,2362.310303,185.14743
2/5/2024,203.029999,2419.268311,186.970505
2/6/2024,218.860001,2385.962402,188.584396
2/7/2024,223.050003,2385.479492,188.693985
2/8/2024,226.309998,2402.856689,187.608109
2/9/2024,224.460007,2385.479492,188.37616
2/12/2024,225.860001,2392.720215,186.68042
2/13/2024,231,2401.408691,184.575714
2/14/2024,227.029999,2409.131836,183.687943
2/15/2024,228.539993,2402.374023,183.398682
2/16/2024,227.360001,2411.062744,181.852554
2/20/2024,226.770004,2404.621582,181.104446
2/21/2024,227.089996,2436.826416,181.862549
2/22/2024,234.449997,2447.561279,183.907394
2/23/2024,235,2428.043213,182.062042
2/26/2024,238.130005,2447.561279,180.70546
2/27/2024,238.039993,2446.097412,182.171768
2/28/2024,237.289993,2433.898682,180.964798
2/29/2024,240.550003,2410.965088,180.296478
3/1/2024,246.039993,2413.892578,179.209229
3/4/2024,243.839996,2400.22998,174.66066
3/5/2024,248.190002,2397.790283,169.693161
3/6/2024,252.399994,2434.386719,168.695648
3/7/2024,247.940002,2401.206055,168.575958
3/8/2024,242.820007,2393.398682,170.301605
3/11/2024,235.460007,2428.53125,172.316559
3/12/2024,237.949997,2422.187744,172.795334
3/13/2024,232.830002,2411.452881,170.700623
3/14/2024,230.970001,2412.916748,172.565933
3/15/2024,234.619995,2436.826416,172.186874
3/18/2024,238.660004,2466.591309,173.284119
3/19/2024,244.320007,2476.838379,175.638199
3/20/2024,246.720001,2487.085205,178.22171
3/21/2024,251.479996,2498.796143,170.940018
3/22/2024,254.770004,2531.48877,171.847733
3/25/2024,252.410004,2529.049072,170.421326
3/26/2024,253.720001,2558.326172,169.284195
3/27/2024,252.149994,2568.572998,172.875137
3/28/2024,251.679993,2586.627197,171.049744
4/1/2024,242.149994,2583.211426,169.603378
4/2/2024,239.889999,2550.031006,168.416351
4/3/2024,241.779999,2561.741699,169.224319
4/4/2024,239.160004,2651.524902,168.396423
4/5/2024,240.740005,2681.289795,169.154495
4/8/2024,244.210007,2697.39209,168.027344
4/9/2024,246.929993,2713.006348,169.244278
4/10/2024,244.789993,2746.187256,167.359024
4/11/2024,246.990005,2760.337891,174.6008
4/12/2024,242.970001,2799.861572,176.107025
4/15/2024,241.669998,2788.150879,172.256699
4/16/2024,236.520004,2866.223145,168.955017
4/17/2024,233.970001,2819.86792,167.578476
4/18/2024,231.839996,2766.193115,166.62088
4/19/2024,228.720001,2777.416016,164.585999
4/22/2024,230.300003,2773.024414,165.423874
4/23/2024,230.410004,2782.295654,166.481216
4/24/2024,232.880005,2836.946045,168.595917
4/25/2024,225.360001,2825.235352,169.46373
4/26/2024,226.710007,2836.946045,168.875214
4/29/2024,227.940002,2831.090576,173.064667
4/30/2024,227.309998,2833.530273,169.902634
5/1/2024,226.830002,2817.916016,168.875214
5/2/2024,230.800003,2794.006348,172.59584
5/3/2024,232.869995,2751.06665,182.919876
5/6/2024,235.600006,2803.765381,181.254089
5/7/2024,231.259995,2789.614746,181.942322
5/8/2024,231.779999,2825.235352,182.281494
5/9/2024,227.240005,2821.819336,184.106903
5/10/2024,218.779999,2838.409912,182.838364
5/13/2024,215.639999,2875.006104,186.064636
5/14/2024,217.119995,2866.223145,187.213303
5/15/2024,219.550003,2831.090576,189.500656
5/16/2024,215.630005,2799.861572,189.620514
5/17/2024,219.759995,2794.330322,189.650482
5/20/2024,220.5,2770.130615,190.819122
5/21/2024,219.360001,2769.636719,192.127625
5/22/2024,216.630005,2769.142822,190.679291
5/23/2024,214.720001,2726.669922,186.66394
5/24/2024,216.839996,2738.522705,189.760345
5/28/2024,218.720001,2738.029053,189.770355
5/29/2024,213.949997,2746.424805,190.069992
5/30/2024,214.169998,2767.16748,191.068832
5/31/2024,217.509995,2762.722656,192.027725
6/3/2024,212.169998,2777.044922,193.805664
6/4/2024,210.380005,2748.400146,194.125305
6/5/2024,208.330002,2689.629395,195.643539
6/6/2024,210.039993,2684.196777,194.255142
6/7/2024,206.360001,2702.964111,196.662369
6/10/2024,208.020004,2699.012939,192.896713
6/11/2024,205.309998,2723.706543,206.910492
6/12/2024,205.649994,2716.79248,212.823669
6/13/2024,199.350006,2710.865967,213.99231
6/14/2024,197.130005,2690.617188,212.244339
6/17/2024,195.199997,2677.776611,216.419495
6/18/2024,194.139999,2692.592773,214.042236
6/20/2024,194.539993,2700.000732,209.437576
6/21/2024,193.580002,2714.322998,207.250122
6/24/2024,198.979996,2733.583984,207.899353
6/25/2024,206.220001,2742.967773,208.828293
6/26/2024,203.179993,2760.253174,213.003448
6/27/2024,203.880005,2773.093994,213.852478
6/28/2024,204.970001,2756.796143,210.37648
7/1/2024,203.710007,2779.020264,216.499405
7/2/2024,206.210007,2799.269043,220.015335
7/3/2024,206.25,2822.481201,221.293854
7/5/2024,206.449997,2834.333984,226.078308
7/8/2024,204.940002,2816.060791,227.55661
7/9/2024,201.669998,2864.460205,228.415604
7/10/2024,205.880005,2826.926025,232.710632
7/11/2024,203.729996,2800.256836,227.3069
7/12/2024,207.589996,2799.269043,230.273453
7/15/2024,206.910004,2798.281494,234.128998
7/16/2024,206.600006,2780.501953,234.548523
7/17/2024,204.389999,2778.032715,228.615387
7/18/2024,199.850006,2773.093994,223.920807
7/19/2024,197.149994,2748.400146,224.050659
7/22/2024,200.139999,2764.204102,223.70108
7/23/2024,200.789993,2799.762939,224.749847
7/24/2024,197.199997,2759.265381,218.287323
7/25/2024,195.25,2758.771484,217.238556
7/26/2024,192.520004,2713.335205,217.708008
7/29/2024,192.479996,2730.126953,217.987686
7/30/2024,193.110001,2728.151611,218.547043
7/31/2024,193.550003,2745.437012,221.823242
8/1/2024,179.070007,2737.535156,218.107544
8/2/2024,173.020004,2732.596436,219.605804
8/5/2024,168.350006,2805.195557,209.028061
8/6/2024,169.600006,2790.379395,206.990402
8/7/2024,167.179993,2742.967773,209.577423
8/8/2024,169.369995,2660.490967,213.063385
8/9/2024,168.589996,2675.307129,215.990005
8/12/2024,167.970001,2736.547363,217.529999
8/13/2024,172.389999,2740.992188,221.270004
8/14/2024,177.009995,2741.97998,221.720001
8/15/2024,181.789993,2764.697998,224.720001
8/16/2024,182.669998,2746.918701,226.050003
8/19/2024,183.699997,2772.600098,225.889999
8/20/2024,181.339996,2805.5,226.509995
8/21/2024,183.619995,2790,226.399994
8/22/2024,181.5,2813,224.529999
8/23/2024,185.089996,2733,226.839996
8/26/2024,180.570007,2718.5,227.179993
8/27/2024,185.75,2708,228.029999
